,Gender,Education_Level,Location,Proximity_to_Beaches,Favorite_Season,Environmental_Concerns,Class
4157,3,4,2,239,4,1,1
4158,2,1,3,290,1,0,1
4159,1,1,2,133,1,0,0
4160,2,2,3,221,3,1,0
4161,3,4,1,172,4,0,1
4162,2,1,1,206,2,0,0
4163,1,2,2,107,4,1,0
4164,1,3,1,91,3,0,0
4165,2,2,1,22,1,1,0
4166,3,2,1,138,1,1,0
4167,1,4,3,152,3,0,0
4168,1,1,2,266,1,0,1
4169,2,3,1,99,1,1,0
4170,2,1,3,21,1,0,0
4171,1,4,1,179,1,1,0
4172,2,3,2,248,2,1,1
4173,1,4,2,180,3,1,1
4174,1,4,1,36,4,1,0
4175,1,2,2,206,2,1,0
4176,1,1,3,170,3,0,0
4177,2,1,3,197,2,1,1
4178,3,3,2,145,1,0,0
4179,2,2,3,269,2,0,0
4180,2,1,2,273,4,1,0
4181,1,3,3,282,4,1,0
4182,2,2,3,72,2,0,0
4183,3,3,2,229,4,1,1
4184,2,2,1,150,4,0,0
4185,1,2,1,127,1,1,1
4186,1,2,2,53,4,0,0
4187,1,3,1,123,3,1,1
4188,3,3,3,264,1,1,1
4189,2,4,3,269,1,1,1
4190,2,1,3,219,4,1,1
4191,1,1,3,296,2,0,1
4192,1,4,3,81,4,1,0
4193,1,4,3,249,4,0,1
4194,1,1,3,242,3,1,1
4195,2,2,3,31,2,0,0
4196,2,1,1,75,1,0,0
4197,1,4,1,109,3,1,0
4198,1,3,3,156,1,1,0
4199,3,1,2,232,2,0,1
4200,3,4,3,193,1,0,0
4201,2,3,2,58,4,1,0
4202,3,3,3,103,3,1,0
4203,2,3,1,150,3,1,1
4204,1,4,3,291,3,0,1
4205,1,2,2,251,3,1,1
4206,3,4,1,186,4,1,1
4207,2,4,2,172,2,1,1
4208,2,3,1,224,1,1,1
4209,3,1,3,181,4,0,1
4210,1,4,3,278,1,0,0
4211,2,4,3,265,3,1,1
4212,3,2,2,173,4,1,1
4213,3,2,3,229,1,0,0
4214,1,3,1,85,3,0,1
4215,1,1,3,201,3,1,1
4216,1,2,3,125,1,1,1
4217,1,2,3,266,4,0,1
4218,1,2,3,176,1,1,1
4219,3,2,2,282,3,0,0
4220,3,3,2,272,2,1,1
4221,2,4,3,148,3,0,0
4222,1,4,3,284,1,1,1
4223,2,3,1,281,1,1,1
4224,1,1,1,92,3,0,0
4225,3,2,1,222,2,1,1
4226,3,1,2,196,3,1,1
4227,2,2,2,17,4,0,0
4228,3,2,1,279,1,0,1
4229,2,1,3,89,3,1,1
4230,2,1,1,104,1,0,0
4231,2,1,3,156,2,0,1
4232,2,1,1,214,1,1,1
4233,1,1,1,44,1,0,0
4234,1,3,1,212,3,0,0
4235,2,4,1,266,1,0,0
4236,2,4,1,256,1,0,1
4237,1,1,2,131,3,1,1
4238,3,1,2,281,4,0,1
4239,3,1,2,135,4,0,1
4240,1,2,1,124,1,0,0
4241,2,4,3,202,3,1,0
4242,2,4,2,275,2,1,1
4243,3,3,1,291,1,1,1
4244,2,4,3,290,2,0,1
4245,3,3,1,205,1,0,1
4246,2,1,1,27,3,0,0
4247,2,1,1,177,4,0,0
4248,1,1,2,169,3,0,0
4249,2,2,1,24,2,1,0
4250,1,4,2,167,4,1,0
4251,1,1,2,109,1,1,1
4252,2,2,1,281,2,0,0
4253,3,4,3,289,2,0,1
4254,1,4,1,221,1,0,1
4255,3,3,2,240,3,0,1
4256,3,1,3,124,1,0,0
4257,2,3,1,76,3,0,0
4258,1,4,1,122,4,0,0
4259,2,2,1,81,4,0,0
4260,1,4,1,149,3,1,1
4261,2,4,2,59,3,0,0
4262,3,3,3,119,3,0,0
4263,2,3,1,224,3,1,1
4264,1,3,3,138,3,1,0
4265,1,4,1,299,4,1,1
4266,3,3,1,121,4,1,1
4267,3,1,3,135,3,0,0
4268,3,2,2,152,3,1,0
4269,1,2,3,268,2,0,1
4270,2,3,3,221,3,0,1
4271,1,4,3,238,4,1,0
4272,2,2,2,289,2,0,0
4273,2,1,2,193,4,1,1
4274,2,4,1,202,2,0,0
4275,3,4,2,287,1,1,1
4276,1,3,3,53,4,0,0
4277,1,3,1,111,1,1,0
4278,3,3,3,24,4,0,0
4279,3,2,1,215,2,0,0
4280,3,4,1,215,3,0,1
4281,3,2,1,161,3,1,0
4282,2,1,1,180,1,0,1
4283,2,4,1,56,2,1,0
4284,1,3,2,178,1,0,1
4285,2,3,3,68,2,1,0
4286,3,2,1,35,3,1,1
4287,3,4,2,111,2,0,1
4288,2,3,3,261,3,0,1
4289,3,3,3,25,1,1,0
4290,1,4,2,4,4,0,0
4291,2,3,2,166,1,0,0
4292,2,4,2,249,2,1,1
4293,3,4,3,270,3,1,1
4294,3,4,1,195,2,1,1
4295,3,3,3,142,2,1,0
4296,1,2,2,20,4,1,0
4297,3,3,3,295,2,1,0
4298,1,2,3,234,3,0,1
4299,2,4,3,213,3,1,1
4300,1,2,2,230,3,1,0
4301,3,2,3,190,4,0,1
4302,2,2,3,218,4,0,1
4303,3,1,1,138,2,1,0
4304,3,1,2,124,2,1,1
4305,1,1,2,132,4,0,1
4306,1,2,3,287,4,0,0
4307,3,3,3,206,1,1,1
4308,1,2,2,42,3,0,1
4309,1,3,1,119,1,0,0
4310,1,1,2,204,3,1,1
4311,1,4,1,256,2,0,1
4312,2,3,1,270,1,1,1
4313,1,3,1,180,1,0,1
4314,1,1,2,18,2,1,0
4315,3,4,1,223,2,1,1
4316,3,2,2,207,1,1,1
4317,1,3,1,274,1,1,1
4318,3,2,1,34,2,0,0
4319,1,1,2,29,1,1,0
4320,3,4,1,214,3,0,1
4321,3,4,3,89,2,0,0
4322,2,4,3,189,4,0,1
4323,1,4,2,213,2,0,0
4324,2,1,3,32,2,0,0
4325,3,2,2,167,4,1,1
4326,3,4,3,141,1,0,0
4327,1,3,3,175,1,0,0
4328,2,2,1,127,3,1,0
4329,3,3,2,182,4,0,1
4330,3,4,2,294,2,0,0
4331,3,4,2,204,4,1,1
4332,1,2,3,218,1,0,0
4333,3,4,3,114,2,0,1
4334,3,3,2,206,3,1,0
4335,2,3,1,27,1,0,0
4336,2,1,2,143,3,0,0
4337,1,3,2,19,3,0,0
4338,3,2,1,151,2,1,1
4339,2,3,3,282,1,0,1
4340,1,3,1,255,4,1,1
4341,2,1,1,263,2,0,1
4342,2,1,3,274,4,0,1
4343,3,2,3,258,2,0,0
4344,3,1,3,244,4,1,1
4345,2,3,2,16,1,0,0
4346,2,4,3,139,1,0,1
4347,1,1,1,4,3,1,0
4348,3,4,3,173,4,0,1
4349,3,3,1,120,3,1,1
4350,1,2,2,298,3,1,1
4351,2,3,3,194,4,0,1
4352,1,4,3,71,4,0,0
4353,1,3,2,194,4,1,0
4354,2,3,1,97,3,0,1
4355,3,1,1,248,1,1,1
4356,3,4,3,287,1,1,1
4357,2,3,3,36,4,1,0
4358,3,2,1,103,1,0,1
4359,1,1,3,19,3,0,0
4360,1,4,3,141,4,1,1
4361,3,4,3,61,1,1,0
4362,3,2,3,208,2,0,0
4363,2,1,2,80,3,0,1
4364,3,2,3,87,3,0,1
4365,3,2,1,254,2,1,1
4366,1,3,3,286,1,1,1
4367,1,4,1,285,3,0,0
4368,2,3,2,55,4,0,0
4369,2,4,3,212,1,1,1
4370,1,4,3,162,4,0,0
4371,3,2,3,260,2,0,1
4372,2,2,1,235,4,0,1
4373,3,3,3,140,1,0,0
4374,3,4,3,69,3,0,1
4375,2,4,3,119,4,0,0
4376,3,2,1,199,3,0,1
4377,3,1,2,155,3,1,1
4378,3,1,1,264,4,0,0
4379,3,4,3,271,2,0,1
4380,1,2,3,139,4,0,1
4381,2,1,2,260,4,1,1
4382,1,4,1,70,3,1,0
4383,1,1,2,294,3,0,1
4384,3,4,2,270,2,1,1
4385,3,1,3,135,2,0,0
4386,1,1,2,18,1,0,0
4387,1,3,2,57,3,1,1
4388,2,3,3,222,2,1,0
4389,3,4,1,90,1,0,1
4390,1,2,2,208,3,0,1
4391,2,1,1,159,4,1,0
4392,2,2,2,197,2,0,0
4393,2,2,2,163,4,1,1
4394,1,2,2,196,3,0,1
4395,2,2,1,186,2,1,0
4396,1,3,2,236,1,1,0
4397,1,1,1,262,1,1,0
4398,1,1,1,220,3,0,0
4399,2,2,2,93,3,0,1
4400,2,3,2,187,4,0,1
4401,2,4,2,244,2,0,0
4402,2,2,2,19,2,1,0
4403,2,1,2,228,4,0,0
4404,1,2,3,131,4,1,1
4405,1,2,3,108,4,1,1
4406,1,4,1,276,1,0,1
4407,3,2,3,186,4,1,0
4408,3,1,1,125,3,1,0
4409,1,1,2,262,4,1,1
4410,2,3,3,170,1,0,0
4411,1,3,2,142,4,0,1
4412,2,2,1,113,1,1,1
4413,3,3,2,138,3,0,0
4414,3,3,2,94,3,0,1
4415,1,4,3,31,2,1,0
4416,3,4,1,174,4,1,0
4417,1,2,1,98,2,1,1
4418,2,1,3,270,4,0,1
4419,2,1,1,102,4,0,1
4420,2,1,1,262,2,0,0
4421,1,3,3,254,2,1,0
4422,3,1,2,205,4,1,0
4423,2,3,1,261,2,1,1
4424,1,2,1,271,4,1,0
4425,1,1,2,293,1,0,0
4426,3,4,3,220,3,0,1
4427,3,1,1,259,1,1,1
4428,1,3,2,226,2,0,1
4429,1,3,3,176,2,0,0
4430,3,4,3,88,1,0,1
4431,3,2,3,141,3,0,1
4432,3,3,1,225,4,0,0
4433,2,2,1,220,1,1,0
4434,1,2,2,190,2,0,1
4435,2,4,2,113,1,0,0
4436,3,3,3,259,2,0,0
4437,1,1,2,63,2,0,0
4438,1,1,2,97,4,0,0
4439,3,2,1,49,3,1,0
4440,1,3,1,207,3,0,1
4441,1,1,1,163,4,1,0
4442,1,3,2,185,3,1,0
4443,2,1,1,77,4,0,0
4444,3,3,1,152,1,0,0
4445,1,1,3,118,4,1,0
4446,3,1,2,147,2,1,0
4447,3,2,3,101,4,1,0
4448,1,3,1,31,3,0,0
4449,2,2,2,248,4,0,0
4450,3,4,2,149,3,1,1
4451,2,1,1,161,4,1,0
4452,2,2,3,215,3,1,1
4453,1,4,1,208,3,0,1
4454,2,1,2,6,3,1,0
4455,2,3,2,148,4,0,0
4456,2,2,1,199,2,0,1
4457,2,2,3,150,3,0,0
4458,2,2,3,76,1,1,1
4459,3,3,3,60,1,0,0
4460,2,2,1,95,3,1,0
4461,3,4,2,234,4,1,1
4462,3,3,1,226,1,0,1
4463,2,3,2,77,3,0,0
4464,1,2,2,107,1,1,0
4465,1,4,3,219,1,0,1
4466,3,4,2,288,2,1,1
4467,3,1,1,138,2,0,1
4468,2,2,1,193,4,1,1
4469,2,2,2,60,4,1,1
4470,2,3,1,286,1,1,0
4471,3,1,2,20,2,0,1
4472,2,4,2,276,3,0,1
4473,2,4,3,240,4,1,1
4474,2,4,3,58,3,0,0
4475,1,4,1,200,2,0,1
4476,3,3,1,162,2,0,1
4477,1,1,2,251,1,0,1
4478,2,1,2,256,1,0,1
4479,1,3,2,128,2,0,1
4480,1,1,2,267,4,0,1
4481,1,1,3,62,3,0,0
4482,2,4,1,106,2,0,1
4483,1,2,3,260,3,0,1
4484,3,4,1,86,2,0,1
4485,2,2,3,119,2,0,1
4486,1,1,3,119,2,1,1
4487,3,1,1,286,2,1,1
4488,3,4,3,237,1,1,0
4489,3,4,2,233,4,1,1
4490,2,1,2,91,1,1,0
4491,1,1,2,158,2,1,1
4492,2,3,1,287,3,0,1
4493,2,2,3,18,2,0,0
4494,3,1,3,237,2,0,1
4495,3,4,1,182,1,0,0
4496,2,3,1,143,3,0,1
4497,3,4,3,76,4,0,0
4498,2,3,2,77,3,0,1
4499,1,1,1,298,2,1,1
4500,2,1,2,101,3,0,1
4501,3,3,2,100,2,0,1
4502,2,3,1,285,2,0,1
4503,1,2,1,169,4,1,0
4504,3,3,2,190,1,0,1
4505,2,1,1,199,2,1,1
4506,3,3,2,138,1,0,0
4507,3,4,2,118,2,1,0
4508,1,3,3,31,1,1,0
4509,3,1,1,6,1,0,0
4510,2,3,1,247,2,1,1
4511,2,2,2,251,3,1,0
4512,2,2,1,148,2,1,0
4513,3,3,3,99,4,1,1
4514,1,2,1,191,4,0,1
4515,3,2,2,215,4,0,0
4516,1,3,3,174,3,0,0
4517,1,4,2,108,2,0,0
4518,1,4,3,292,2,1,1
4519,1,1,2,277,3,0,1
4520,1,3,3,292,1,0,0
4521,3,4,2,235,4,0,1
4522,3,1,1,234,2,1,1
4523,2,4,3,143,1,1,0
4524,1,3,1,250,1,1,1
4525,1,2,1,97,1,1,0
4526,2,2,3,180,4,0,1
4527,2,3,2,46,2,0,0
4528,2,2,2,80,4,1,0
4529,2,1,2,3,1,1,0
4530,1,2,1,191,4,0,0
4531,2,1,3,296,4,1,1
4532,2,1,1,292,2,1,0
4533,1,1,3,295,2,0,1
4534,1,1,2,224,2,0,1
4535,1,2,3,245,3,0,1
4536,1,1,1,197,3,0,0
4537,2,2,1,35,4,0,0
4538,1,1,1,258,3,1,0
4539,3,3,2,266,3,1,1
4540,2,4,1,58,1,0,0
4541,2,4,2,85,4,1,1
4542,2,4,1,47,3,0,0
4543,3,3,1,294,1,0,1
4544,1,4,3,197,4,1,1
4545,1,2,3,180,1,1,0
4546,1,3,3,23,4,1,0
4547,2,3,1,164,2,0,1
4548,1,3,1,285,3,1,1
4549,1,3,1,103,3,0,0
4550,3,2,3,204,3,0,1
4551,1,3,1,274,4,1,1
4552,1,1,3,224,4,0,0
4553,1,1,3,213,2,0,0
4554,1,4,2,286,2,1,1
4555,1,2,1,139,3,1,0
4556,1,2,3,223,3,1,1
4557,3,1,2,265,4,0,1
4558,1,2,2,184,2,0,1
4559,2,4,3,293,2,0,1
4560,3,4,2,101,3,1,0
4561,2,3,2,124,2,1,1
4562,1,1,2,235,4,1,1
4563,3,1,2,146,3,0,0
4564,3,3,2,9,4,0,0
4565,2,1,3,188,2,0,1
4566,3,3,1,237,4,0,1
4567,2,3,3,186,1,0,0
4568,2,2,3,109,3,1,0
4569,1,3,2,187,4,1,1
4570,3,3,2,201,1,1,1
4571,2,4,1,294,4,1,1
4572,2,2,1,188,3,1,1
4573,1,3,2,123,3,1,1
4574,3,4,2,152,1,0,1
4575,3,1,2,285,3,0,1
4576,3,4,1,183,4,0,1
4577,2,4,1,168,4,0,0
4578,3,2,3,201,1,0,1
4579,2,4,2,195,1,1,1
4580,1,3,2,269,2,1,1
4581,1,1,3,248,2,1,1
4582,1,3,3,159,3,1,0
4583,3,4,1,258,3,0,1
4584,2,1,3,135,2,1,1
4585,1,2,1,173,2,1,1
4586,2,2,1,275,2,1,0
4587,2,3,3,213,4,0,1
4588,2,3,2,279,1,1,0
4589,1,2,2,120,3,1,0
4590,1,4,2,232,1,0,1
4591,2,1,1,4,1,1,0
4592,2,3,1,99,2,0,1
4593,2,4,2,223,2,1,1
4594,3,1,2,293,1,0,1
4595,2,2,1,42,4,0,0
4596,1,2,2,173,3,0,1
4597,3,4,1,167,1,1,1
4598,3,1,3,68,2,0,0
4599,2,2,1,54,3,1,0
4600,3,4,3,241,4,1,1
4601,3,4,3,126,1,0,0
4602,2,1,1,134,4,0,0
4603,1,1,2,240,3,1,1
4604,1,2,3,93,1,1,1
4605,1,1,2,242,3,0,0
4606,2,3,1,122,3,0,1
4607,1,3,3,268,3,1,1
4608,1,2,1,158,3,1,1
4609,3,2,3,26,2,1,0
4610,2,4,1,200,1,1,1
4611,3,2,3,68,2,0,1
4612,1,3,1,243,1,0,0
4613,2,1,2,164,4,1,1
4614,2,2,2,264,3,1,0
4615,1,2,3,53,1,1,1
4616,2,2,2,17,3,1,0
4617,2,4,3,58,2,1,1
4618,3,2,3,121,3,0,0
4619,1,2,1,87,4,1,0
4620,3,1,3,254,2,1,0
4621,1,4,3,129,1,0,0
4622,2,1,3,160,2,1,0
4623,3,4,2,124,2,1,1
4624,3,1,1,195,2,0,1
4625,2,2,1,207,3,0,1
4626,2,1,2,253,4,1,0
4627,2,1,1,197,2,0,1
4628,3,4,3,211,4,0,1
4629,1,1,3,109,1,0,0
4630,3,1,2,146,1,0,0
4631,3,1,3,285,1,0,1
4632,1,1,2,297,3,0,0
4633,3,2,3,110,4,1,1
4634,1,4,3,223,3,1,0
4635,1,1,2,216,4,0,0
4636,3,4,2,251,1,1,1
4637,2,1,1,97,3,1,0
4638,3,1,3,256,3,1,1
4639,2,3,3,233,3,0,1
4640,1,4,2,11,3,0,0
4641,2,3,2,29,1,0,1
4642,1,3,3,251,4,1,1
4643,2,1,1,93,4,1,0
4644,2,4,2,177,3,0,1
4645,3,1,3,266,1,1,0
4646,3,3,3,68,4,0,0
4647,1,3,2,218,4,0,1
4648,2,1,1,129,3,1,1
4649,1,4,3,31,1,0,0
4650,3,1,2,40,4,1,0
4651,3,4,1,135,1,1,1
4652,2,2,2,96,1,1,0
4653,3,3,3,195,1,0,0
4654,3,2,1,243,1,1,1
4655,1,1,2,85,2,1,0
4656,1,1,3,285,4,0,1
4657,3,4,3,203,3,1,0
4658,2,3,1,299,1,0,1
4659,2,3,2,264,4,0,1
4660,1,2,3,231,4,1,0
4661,2,2,1,253,3,1,1
4662,2,1,3,98,4,0,0
4663,2,4,3,204,3,0,0
4664,2,4,3,230,3,0,1
4665,1,3,1,230,3,1,1
4666,1,2,1,78,3,0,0
4667,1,1,1,45,3,0,0
4668,1,4,3,105,3,1,1
4669,2,4,3,268,3,0,1
4670,2,4,2,220,3,0,1
4671,2,4,3,125,4,1,0
4672,1,4,3,263,2,1,1
4673,3,4,1,42,3,0,0
4674,3,3,1,133,3,0,0
4675,3,2,2,178,1,0,1
4676,3,1,1,3,4,1,0
4677,3,4,1,224,1,1,0
4678,2,1,1,121,4,0,0
4679,1,4,3,272,3,1,1
4680,2,3,3,188,3,1,0
4681,3,2,3,222,4,1,1
4682,1,3,2,187,1,0,0
4683,2,4,1,190,2,1,0
4684,1,2,1,78,4,0,0
4685,3,1,1,114,2,0,0
4686,3,3,3,159,4,1,0
4687,1,4,2,208,3,0,1
4688,3,1,1,191,1,1,1
4689,1,2,3,192,1,0,0
4690,2,2,2,126,2,0,0
4691,1,4,2,139,2,1,0
4692,2,4,3,199,2,1,1
4693,3,3,3,126,1,0,1
4694,1,2,3,284,1,0,0
4695,2,3,1,284,3,1,1
4696,1,3,3,169,2,1,0
4697,1,4,2,218,1,1,0
4698,3,4,1,162,1,0,0
4699,3,4,3,219,2,1,1
4700,2,3,1,30,3,0,0
4701,1,2,2,190,4,0,0
4702,2,1,2,275,4,1,0
4703,2,2,3,246,2,0,0
4704,2,4,2,297,3,1,1
4705,1,4,2,224,1,0,0
4706,3,2,2,67,2,0,0
4707,1,4,3,178,1,1,1
4708,2,3,1,250,1,1,1
4709,1,1,2,218,2,1,0
4710,3,1,2,281,2,1,0
4711,1,4,2,128,4,1,0
4712,2,2,1,110,4,0,0
4713,1,3,3,157,2,1,0
4714,1,3,1,10,1,0,0
4715,2,1,1,74,2,0,1
4716,2,3,2,70,3,1,1
4717,3,1,2,158,2,0,1
4718,3,1,2,172,1,1,0
4719,3,4,1,173,4,1,1
4720,2,1,3,246,3,0,1
4721,3,4,3,85,3,0,1
4722,2,3,2,224,4,1,1
4723,2,3,1,191,3,0,0
4724,2,3,3,22,2,1,0
4725,3,3,1,215,1,0,1
4726,1,4,3,64,1,1,1
4727,3,2,2,50,4,1,1
4728,3,4,1,270,1,1,0
4729,1,2,1,68,3,0,1
4730,3,1,3,298,2,0,0
4731,1,4,2,208,4,1,0
4732,1,3,1,172,4,1,1
4733,2,3,2,18,4,0,0
4734,2,3,2,249,3,1,1
4735,3,3,1,113,3,1,1
4736,3,1,3,184,4,0,1
4737,3,1,3,117,1,1,1
4738,1,1,3,80,2,1,0
4739,2,3,2,284,1,0,1
4740,3,2,1,43,4,1,0
4741,1,2,2,28,2,1,0
4742,2,4,3,139,2,0,1
4743,3,3,2,222,1,1,0
4744,1,1,1,275,3,1,1
4745,2,2,1,38,3,0,0
4746,3,1,2,22,3,1,0
4747,2,2,2,19,1,1,0
4748,3,1,3,183,1,1,0
4749,2,4,3,216,1,1,0
4750,2,4,2,255,4,0,1
4751,3,4,1,13,4,0,0
4752,1,1,1,187,3,1,1
4753,2,3,1,270,3,0,1
4754,3,2,3,251,3,1,1
4755,2,4,3,177,2,0,1
4756,2,3,2,199,3,0,0
4757,3,1,3,52,3,1,0
4758,1,3,1,206,2,0,1
4759,1,2,1,73,4,1,0
4760,1,3,2,46,2,0,0
4761,1,4,3,293,1,1,1
4762,1,2,1,29,2,0,0
4763,1,2,3,30,4,0,0
4764,2,1,2,293,3,0,1
4765,2,1,3,62,3,1,1
4766,1,1,1,83,2,0,0
4767,1,3,2,207,2,1,1
4768,1,2,1,266,3,1,1
4769,1,2,3,110,3,0,0
4770,3,2,1,291,3,0,0
4771,2,4,1,149,3,0,1
4772,1,1,1,151,3,0,0
4773,3,1,1,260,2,0,1
4774,2,1,1,284,3,0,1
4775,1,1,2,262,4,0,1
4776,2,2,3,298,2,0,1
4777,1,2,3,202,3,0,1
4778,1,3,1,161,1,1,0
4779,1,2,3,236,2,1,1
4780,3,4,1,173,4,0,1
4781,2,1,2,183,2,1,0
4782,3,3,3,80,1,1,1
4783,3,4,1,29,4,0,0
4784,3,1,3,146,4,1,1
4785,1,1,3,98,2,1,0
4786,1,2,2,85,4,0,0
4787,1,4,3,142,1,0,0
4788,1,2,2,141,4,1,1
4789,3,3,1,157,3,0,0
4790,3,1,3,65,2,0,1
4791,2,2,2,292,4,1,1
4792,1,2,3,135,2,0,1
4793,2,1,3,183,4,1,0
4794,3,1,1,275,4,1,1
4795,2,2,2,49,1,0,0
4796,3,1,1,254,4,0,0
4797,1,3,2,192,1,0,1
4798,2,2,1,144,2,1,0
4799,2,1,1,204,2,1,1
4800,2,3,2,54,2,1,0
4801,1,1,1,92,2,1,0
4802,3,4,1,32,2,1,0
4803,1,1,2,243,1,1,0
4804,3,3,1,108,1,1,0
4805,2,2,2,151,4,1,0
4806,3,2,1,40,1,1,1
4807,1,2,3,253,1,1,1
4808,1,4,3,177,2,1,0
4809,1,4,3,288,3,0,1
4810,3,1,1,126,1,1,1
4811,3,3,2,42,2,0,0
4812,2,1,1,244,2,0,0
4813,3,4,3,81,2,0,0
4814,2,4,3,86,4,1,0
4815,1,3,3,251,3,0,1
4816,3,2,1,291,4,0,1
4817,1,4,2,241,1,1,0
4818,2,4,3,274,1,1,1
4819,2,4,1,99,3,0,1
4820,3,1,2,27,4,0,0
4821,2,2,2,177,4,1,1
4822,3,4,1,65,2,1,0
4823,2,2,1,152,4,0,0
4824,2,3,2,82,3,0,1
4825,1,3,1,56,4,1,0
4826,3,3,2,200,1,0,1
4827,3,2,2,275,1,1,0
4828,1,2,1,102,1,1,0
4829,3,3,1,21,4,0,0
4830,2,2,3,225,1,0,0
4831,1,4,3,233,2,1,0
4832,3,2,2,276,4,0,1
4833,1,3,1,57,2,0,1
4834,1,1,3,36,3,1,0
4835,3,1,1,18,1,0,0
4836,3,1,1,209,3,0,1
4837,2,1,3,55,3,1,0
4838,1,1,2,222,3,1,0
4839,1,1,1,294,3,1,0
4840,1,3,1,248,4,0,1
4841,2,3,1,255,4,0,0
4842,1,4,1,70,2,1,0
4843,2,3,3,167,2,1,1
4844,2,2,3,144,4,0,1
4845,2,2,2,73,1,1,0
4846,1,1,3,242,4,1,0
4847,3,4,3,266,3,1,1
4848,3,4,1,270,1,0,0
4849,3,3,3,157,1,1,1
4850,2,3,1,52,1,0,0
4851,2,3,1,184,3,0,0
4852,3,2,2,262,4,0,1
4853,1,2,3,33,1,0,0
4854,1,2,3,28,3,1,0
4855,1,3,3,231,1,1,1
4856,3,4,2,12,2,0,0
4857,2,2,1,206,4,1,0
4858,3,1,3,153,2,0,0
4859,1,1,2,240,2,0,1
4860,3,2,3,294,4,1,1
4861,3,3,2,200,2,1,1
4862,1,4,2,293,2,1,0
4863,3,3,3,231,3,1,1
4864,2,3,3,299,3,1,1
4865,1,4,3,80,2,0,0
4866,2,3,3,291,2,0,1
4867,3,1,2,239,4,1,1
4868,3,4,3,100,3,1,0
4869,2,2,3,127,1,0,1
4870,1,2,1,122,1,0,0
4871,3,3,3,100,4,0,0
4872,3,2,2,189,4,0,1
4873,1,1,1,85,4,0,1
4874,2,4,2,100,3,1,0
4875,3,4,1,260,1,0,0
4876,2,2,3,289,3,1,1
4877,2,2,1,200,4,1,0
4878,2,4,3,268,2,0,1
4879,2,2,3,82,4,0,0
4880,1,1,2,229,4,0,1
4881,1,4,3,168,3,1,1
4882,3,3,1,11,4,0,0
4883,3,1,1,49,1,1,0
4884,1,1,3,6,1,1,0
4885,3,4,3,265,3,1,0
4886,3,2,2,240,1,0,0
4887,2,1,3,271,4,0,1
4888,1,1,2,1,1,0,0
4889,3,2,3,226,2,0,0
4890,2,3,2,98,1,1,0
4891,3,1,1,274,3,0,0
4892,1,2,2,100,4,1,0
4893,3,4,2,83,2,0,0
4894,1,2,1,124,3,0,0
4895,3,3,1,16,4,1,0
4896,3,2,2,145,3,1,0
4897,3,2,2,263,2,0,1
4898,2,1,1,168,3,1,0
4899,3,4,2,247,1,0,0
4900,2,4,1,276,2,0,1
4901,3,3,1,47,1,1,0
4902,3,2,2,157,4,1,0
4903,1,4,1,31,3,1,0
4904,3,4,3,240,3,1,1
4905,1,1,1,276,4,0,1
4906,3,1,2,152,2,1,0
4907,2,4,3,170,1,0,1
4908,1,3,2,122,3,1,0
4909,3,4,2,27,3,0,0
4910,3,1,3,205,4,0,1
4911,1,3,2,65,3,0,0
4912,3,2,2,232,1,1,1
4913,1,1,2,75,2,0,0
4914,2,2,3,231,4,1,1
4915,2,2,2,142,2,1,1
4916,2,2,3,16,3,1,0
4917,3,4,3,17,2,0,0
4918,3,1,1,284,2,0,1
4919,2,1,3,254,1,1,1
4920,3,1,1,6,2,1,0
4921,1,4,3,266,3,1,0
4922,3,4,1,206,3,0,0
4923,3,2,1,164,1,1,0
4924,1,3,2,64,2,0,0
4925,3,3,2,201,4,0,0
4926,3,1,2,268,2,1,1
4927,3,4,3,19,3,1,0
4928,1,1,3,126,1,0,0
4929,3,4,2,148,3,1,1
4930,1,2,3,124,2,0,0
4931,3,2,2,241,1,1,1
4932,3,3,1,5,4,1,0
4933,3,2,1,32,2,0,0
4934,1,4,2,233,4,1,1
4935,1,1,3,252,4,0,1
4936,1,4,3,275,2,1,1
4937,3,3,2,164,1,0,1
4938,3,1,1,91,2,1,0
4939,2,1,3,22,4,0,0
4940,3,1,3,81,4,1,1
4941,1,4,3,209,2,0,0
4942,2,1,2,199,3,1,1
4943,1,4,1,72,4,1,1
4944,2,3,3,251,3,0,1
4945,1,3,3,205,2,1,1
4946,3,3,1,188,3,0,1
4947,1,3,3,77,2,0,0
4948,1,4,1,122,3,1,0
4949,2,2,1,297,2,0,0
4950,1,4,2,54,4,0,0
4951,2,4,3,257,1,1,0
4952,3,2,2,205,1,1,0
4953,3,2,1,166,1,1,1
4954,2,3,2,278,3,0,1
4955,3,3,1,151,4,0,1
4956,1,1,1,81,4,1,0
4957,2,2,2,216,3,0,1
4958,3,3,3,75,4,1,1
4959,3,3,1,189,4,1,0
4960,3,2,2,150,4,0,0
4961,3,3,1,52,4,0,1
4962,3,1,2,164,4,1,1
4963,2,4,1,119,2,0,0
4964,3,2,2,9,2,1,0
4965,2,2,3,203,2,1,0
4966,1,2,3,54,2,0,0
4967,2,2,2,114,2,0,1
4968,1,1,1,232,3,1,1
4969,3,1,2,196,3,0,1
4970,1,4,1,201,3,0,0
4971,1,1,2,153,4,0,1
4972,1,2,1,76,2,1,1
4973,3,3,1,49,3,1,1
4974,1,1,2,140,3,1,1
4975,3,1,1,252,2,1,1
4976,3,3,1,110,3,1,0
